Id,MSSubClass,LotFrontage,LotArea,Street,BldgType,OverallQual,YearBuilt,TotalBsmtSF,FullBath,HalfBath,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
1274,80,124,11512,Pave,1Fam,6,1959,1019,1,0,1,Gd,Basment,1959,RFn,1,312,177000
1275,50,53,5362,Pave,1Fam,5,1910,661,2,0,1,Gd,Detchd,1985,Unf,2,552,139000
1276,90,95,11345,Pave,Duplex,5,1948,928,2,0,0,NA,Detchd,1948,Unf,2,400,137000
1277,60,NA,12936,Pave,1Fam,6,1972,723,1,1,1,TA,Attchd,1972,Unf,2,497,162000
1278,80,NA,17871,Pave,1Fam,6,1967,1680,1,1,1,Gd,Attchd,1967,RFn,2,480,197900
1279,60,75,9473,Pave,1Fam,8,2002,1128,2,1,1,Gd,Attchd,2002,RFn,2,577,237000
1280,50,60,7500,Pave,1Fam,4,1920,698,1,0,0,NA,Detchd,1980,RFn,2,528,68400
1281,20,67,9808,Pave,1Fam,7,2002,1573,2,0,0,NA,Attchd,2002,RFn,2,544,227000
1282,20,50,8049,Pave,1Fam,7,1990,1309,2,0,1,TA,Attchd,1990,Fin,2,484,180000
1283,20,61,8800,Pave,1Fam,5,1977,1040,2,0,0,NA,Detchd,1977,Unf,2,484,150500
1284,90,94,9400,Pave,Duplex,6,1971,912,2,2,0,NA,NA,NA,NA,0,0,139000
1285,50,50,9638,Pave,1Fam,6,1919,804,2,0,1,Gd,Detchd,1969,Unf,1,336,169000
1286,50,50,6000,Pave,1Fam,6,1939,780,1,0,1,Gd,Detchd,1939,Unf,1,280,132500
1287,20,NA,9790,Pave,1Fam,6,1963,1328,1,1,2,Gd,Attchd,1963,Unf,2,528,143000
1288,20,NA,36500,Pave,1Fam,5,1964,1624,2,0,0,NA,Attchd,1964,Unf,2,390,190000
1289,120,40,5664,Pave,TwnhsE,8,2000,1501,2,0,1,Ex,Attchd,2000,Fin,2,499,278000
1290,60,86,11065,Pave,1Fam,8,2006,1085,2,1,1,Gd,BuiltIn,2006,Fin,3,753,281000
1291,80,NA,14112,Pave,1Fam,5,1964,1152,1,0,1,Gd,Attchd,1964,RFn,2,484,180500
1292,160,21,1680,Pave,Twnhs,5,1972,630,2,1,0,NA,Detchd,1972,Unf,1,264,119500
1293,70,60,6600,Pave,1Fam,5,1892,994,2,0,0,NA,Attchd,1985,RFn,1,432,107500
1294,60,78,10140,Pave,1Fam,7,1976,832,2,1,1,TA,Attchd,1976,RFn,2,528,162900
1295,20,60,8172,Pave,1Fam,5,1955,864,1,0,0,NA,Detchd,1957,Unf,2,572,115000
1296,20,70,8400,Pave,1Fam,5,1968,1052,1,1,0,NA,Attchd,1968,RFn,1,288,138500
1297,20,80,8700,Pave,1Fam,5,1963,1120,2,0,0,NA,Attchd,1963,RFn,2,525,155000
1298,180,35,3675,Pave,TwnhsE,6,2005,547,2,0,0,NA,Basment,2005,Fin,2,525,140000
1299,60,313,63887,Pave,1Fam,10,2008,6110,2,1,3,Gd,Attchd,2008,Fin,2,1418,160000
1300,20,75,7500,Pave,1Fam,5,1959,1246,1,1,0,NA,Attchd,1959,RFn,1,305,154000
1301,60,NA,10762,Pave,1Fam,7,1999,978,2,1,1,TA,Attchd,1999,Fin,2,490,225000
1302,70,NA,7500,Pave,1Fam,6,1942,771,1,0,2,Gd,Attchd,1942,Unf,1,213,177500
1303,60,92,10120,Pave,1Fam,8,1994,1165,2,1,1,TA,Attchd,1994,RFn,3,844,290000
1304,20,73,8688,Pave,1Fam,7,2005,1616,2,0,0,NA,Attchd,2005,RFn,3,834,232000
1305,160,32,3363,Pave,TwnhsE,7,2004,976,2,0,0,NA,Detchd,2004,Unf,2,380,130000
1306,20,108,13173,Pave,1Fam,9,2006,1652,2,0,2,Ex,Attchd,2006,Fin,2,840,325000
1307,120,48,6955,Pave,TwnhsE,7,2005,1368,2,0,1,Gd,Attchd,2005,RFn,2,474,202500
1308,20,60,8072,Pave,1Fam,5,1994,990,1,0,0,NA,Detchd,2000,Unf,2,480,138000
1309,20,100,12000,Pave,1Fam,5,1948,924,1,0,0,NA,Attchd,1948,Unf,2,528,147000
1310,20,NA,7153,Pave,1Fam,6,1991,1278,2,0,0,NA,Attchd,1991,RFn,2,496,179200
1311,20,100,17500,Pave,1Fam,7,1959,1902,2,0,2,TA,Attchd,1959,Fin,2,567,335000
1312,20,68,8814,Pave,1Fam,7,2005,1274,2,0,0,NA,Attchd,2005,RFn,2,508,203000
1313,60,NA,9572,Pave,1Fam,8,1990,1453,2,1,1,Ex,Attchd,1990,RFn,2,750,302000
1314,60,108,14774,Pave,1Fam,9,1999,1393,2,1,1,TA,BuiltIn,1999,Fin,3,779,333168
1315,20,60,8190,Pave,1Fam,4,1954,948,1,0,1,TA,Detchd,1956,Unf,1,280,119000
1316,60,85,11075,Pave,1Fam,6,1969,952,2,1,2,Gd,Attchd,1969,Unf,2,576,206900
1317,20,61,10226,Pave,1Fam,8,2008,1622,2,0,1,Gd,Attchd,2008,RFn,3,860,295493
1318,120,47,4230,Pave,TwnhsE,7,2006,1352,2,0,1,Gd,Attchd,2006,RFn,2,466,208900
1319,20,NA,14781,Pave,1Fam,8,2001,1753,2,0,1,TA,Attchd,2001,RFn,3,748,275000
1320,20,75,10215,Pave,1Fam,4,1954,864,1,0,0,NA,Attchd,1954,Unf,1,248,111000
1321,20,70,8400,Pave,1Fam,6,1957,1478,1,1,2,Gd,Attchd,1957,RFn,2,442,156500
1322,20,NA,6627,Pave,1Fam,3,1949,0,1,0,0,NA,Detchd,1955,Unf,1,287,72500
1323,60,107,10186,Pave,1Fam,7,1992,750,2,1,1,TA,Attchd,1992,RFn,2,564,190000
1324,30,50,5330,Pave,1Fam,4,1940,420,1,0,0,NA,NA,NA,NA,0,0,82500
1325,20,75,9986,Pave,1Fam,8,2006,1795,2,0,1,Gd,Attchd,2007,RFn,3,895,147000
1326,30,40,3636,Pave,1Fam,4,1922,796,1,0,0,NA,NA,NA,NA,0,0,55000
1327,30,70,4270,Pave,1Fam,3,1931,544,1,0,0,NA,NA,NA,NA,0,0,79000
1328,20,60,6600,Pave,1Fam,5,1982,816,1,0,1,Ex,Attchd,1982,Unf,1,264,130500
1329,50,60,10440,Pave,1Fam,6,1920,1510,2,0,2,TA,Detchd,1920,Unf,2,520,256000
1330,60,63,9084,Pave,1Fam,7,1998,935,2,1,1,TA,Attchd,1998,Fin,2,462,176500
1331,20,85,10000,Pave,1Fam,8,2006,1588,2,0,1,Gd,Attchd,2006,RFn,3,825,227000
1332,80,55,10780,Pave,1Fam,5,1976,911,1,0,0,NA,Detchd,1976,Unf,2,576,132500
1333,20,67,8877,Pave,1Fam,4,1938,816,1,0,1,Gd,Detchd,1958,Unf,1,288,100000
1334,50,60,7200,Pave,1Fam,5,1938,803,1,1,0,NA,Detchd,1951,Unf,1,297,125500
1335,160,24,2368,Pave,TwnhsE,5,1970,765,1,1,0,NA,Attchd,1970,Unf,2,440,125000
1336,20,80,9650,Pave,1Fam,6,1977,1350,2,0,1,TA,Attchd,1977,RFn,2,630,167900
1337,90,87,9246,Pave,Duplex,5,1973,1656,2,0,0,NA,Detchd,1973,Unf,2,506,135000
1338,30,153,4118,Pave,1Fam,4,1941,693,1,0,0,NA,NA,NA,NA,0,0,52500
1339,60,95,13450,Pave,1Fam,7,2002,916,2,1,0,NA,BuiltIn,2002,RFn,2,492,200000
1340,20,120,9560,Pave,1Fam,5,1972,864,1,0,0,NA,Attchd,1972,RFn,1,288,128500
1341,20,70,8294,Pave,1Fam,4,1971,858,1,0,0,NA,Detchd,1974,Unf,4,480,123000
1342,20,66,13695,Pave,1Fam,6,2003,1114,1,0,0,NA,Detchd,2004,Unf,2,576,155000
1343,60,NA,9375,Pave,1Fam,8,2002,1284,2,1,1,Gd,Attchd,2002,RFn,2,647,228500
1344,50,57,7558,Pave,1Fam,6,1928,896,1,1,1,TA,Detchd,1929,Unf,2,342,177000
1345,60,85,11103,Pave,1Fam,7,2006,728,2,1,1,TA,Attchd,2006,Fin,2,440,155835
1346,30,50,6000,Pave,1Fam,4,1920,960,1,0,0,NA,Detchd,1997,Unf,1,308,108500
1347,20,NA,20781,Pave,1Fam,7,1968,1568,2,0,1,Gd,Attchd,1968,RFn,2,508,262500
1348,20,93,15306,Pave,1Fam,8,2006,1732,2,0,1,Gd,Attchd,2006,Fin,3,712,283463
1349,20,NA,16196,Pave,1Fam,7,1998,1482,2,0,1,Fa,Attchd,1998,RFn,2,514,215000
1350,70,50,5250,Pave,1Fam,8,1872,684,2,0,0,NA,NA,NA,NA,0,0,122000
1351,90,91,11643,Pave,Duplex,5,1969,1248,2,2,0,NA,Detchd,1969,Unf,4,968,200000
1352,60,70,9247,Pave,1Fam,6,1962,858,1,1,1,Gd,Attchd,1962,Fin,2,490,171000
1353,50,50,6000,Pave,1Fam,6,1937,698,1,0,0,NA,Detchd,1999,Unf,2,624,134900
1354,50,56,14720,Pave,1Fam,8,1995,2033,2,1,1,Ex,Attchd,1996,Fin,3,666,410000
1355,60,NA,10316,Pave,1Fam,7,2000,992,2,1,1,TA,Attchd,2000,RFn,3,839,235000
1356,80,102,10192,Pave,1Fam,7,1968,570,3,0,1,TA,Attchd,1968,RFn,2,487,170000
1357,20,NA,9477,Pave,1Fam,5,1966,864,1,0,0,NA,Attchd,1966,RFn,1,264,110000
1358,20,NA,12537,Pave,1Fam,5,1971,1078,1,1,1,Fa,Attchd,1971,Fin,2,500,149900
1359,160,NA,2117,Pave,Twnhs,6,2000,756,2,1,0,NA,Detchd,2000,Unf,2,440,177500
1360,20,129,16737,Pave,1Fam,9,2004,1980,2,0,1,Gd,Attchd,2004,Fin,3,770,315000
1361,70,51,9842,Pave,1Fam,5,1921,612,3,1,0,NA,BuiltIn,1998,RFn,2,621,189000
1362,20,124,16158,Pave,1Fam,7,2005,1530,2,0,1,Gd,Attchd,2005,Fin,2,430,260000
1363,50,NA,12513,Pave,1Fam,4,1920,715,2,0,1,Gd,Attchd,1920,Unf,1,368,104900
1364,60,73,8499,Pave,1Fam,6,2006,616,2,1,1,Gd,BuiltIn,2007,Fin,2,432,156932
1365,160,30,3180,Pave,TwnhsE,7,2005,600,2,1,0,NA,Detchd,2005,RFn,2,480,144152
1366,60,NA,7500,Pave,1Fam,7,2000,814,2,1,0,NA,Attchd,2000,RFn,2,663,216000
1367,60,68,9179,Pave,1Fam,7,1999,873,2,1,0,NA,Attchd,1999,RFn,2,588,193000
1368,160,41,2665,Pave,TwnhsE,5,1977,757,2,0,1,TA,Attchd,1977,RFn,1,336,127000
1369,120,NA,4435,Pave,TwnhsE,6,2003,848,1,0,0,NA,Attchd,2003,Fin,2,420,144000
1370,20,48,10635,Pave,1Fam,8,2003,1657,2,0,1,TA,Attchd,2003,Fin,2,502,232000
1371,50,90,5400,Pave,1Fam,4,1920,840,1,0,0,NA,Detchd,1967,Fin,1,338,105000
1372,80,80,9600,Pave,1Fam,6,1955,992,1,0,1,TA,BuiltIn,1955,RFn,1,377,165500
1373,60,75,9750,Pave,1Fam,7,1998,1108,2,1,1,TA,Detchd,1998,RFn,2,583,274300
1374,20,NA,11400,Pave,1Fam,10,2001,2633,2,1,2,Gd,Attchd,2001,RFn,3,804,466500
1375,60,85,10625,Pave,1Fam,7,2005,1026,2,1,1,Gd,Attchd,2005,Fin,3,936,250000
1376,20,89,10991,Pave,1Fam,8,2007,1571,2,0,1,Gd,Attchd,2007,Fin,3,722,239000
1377,30,52,6292,Pave,1Fam,6,1930,768,1,0,0,NA,Detchd,1925,Unf,1,160,91000
1378,50,60,10998,Pave,1Fam,5,1941,984,2,0,0,NA,Detchd,1977,Unf,2,660,117000
1379,160,21,1953,Pave,Twnhs,6,1973,483,1,1,0,NA,Detchd,1973,Unf,1,264,83000
1380,80,73,9735,Pave,1Fam,5,2006,384,2,1,0,NA,BuiltIn,2007,Fin,2,400,167500
1381,30,45,8212,Pave,1Fam,3,1914,864,1,0,0,NA,Detchd,1938,Unf,1,200,58500
1382,20,NA,12925,Pave,1Fam,6,1970,1205,2,1,2,Gd,Attchd,1970,Fin,2,550,237500
1383,70,60,7200,Pave,1Fam,7,1920,596,1,1,0,NA,Detchd,1989,Unf,2,576,157000
1384,30,NA,25339,Pave,1Fam,5,1918,816,2,0,0,NA,Attchd,2007,Unf,2,576,112000
1385,50,60,9060,Pave,1Fam,6,1939,560,1,0,0,NA,Detchd,1939,Unf,1,280,105000
1386,50,40,5436,Pave,1Fam,4,1922,796,1,0,0,NA,Detchd,1922,Unf,1,240,125500
1387,60,80,16692,Pave,1Fam,7,1978,1392,3,1,2,TA,Attchd,1978,RFn,2,564,250000
1388,50,60,8520,Pave,1Fam,6,1916,714,2,0,1,Gd,Detchd,1916,Unf,1,216,136000
1389,20,42,14892,Pave,1Fam,9,2006,1746,2,0,2,Gd,Attchd,2006,Fin,3,758,377500
1390,50,60,6000,Pave,1Fam,6,1941,735,1,0,1,Gd,Detchd,2003,Unf,2,440,131000
1391,20,70,9100,Pave,1Fam,7,2000,1525,2,0,0,NA,Attchd,2000,RFn,2,541,235000
1392,90,65,8944,Pave,Duplex,5,1967,1584,2,0,0,NA,Detchd,1967,Unf,3,792,124000
1393,85,68,7838,Pave,1Fam,5,1967,864,1,0,1,Po,Attchd,1967,RFn,1,288,123000
1394,190,60,10800,Pave,2fmCon,6,1905,482,2,0,1,TA,Detchd,2003,Unf,2,672,163000
1395,120,53,4045,Pave,TwnhsE,7,2006,1356,2,0,1,Gd,Attchd,2006,Fin,3,648,246578
1396,60,88,12665,Pave,1Fam,8,2005,1094,2,1,1,Gd,BuiltIn,2005,Fin,3,642,281213
1397,20,NA,57200,Pave,1Fam,5,1948,747,1,0,2,TA,Detchd,1966,Unf,2,572,160000
1398,70,51,6120,Pave,1Fam,5,1920,939,1,1,0,NA,Detchd,1933,Unf,1,180,137500
1399,50,60,7200,Pave,1Fam,5,1950,1208,1,1,0,NA,Attchd,1950,Unf,1,240,138000
1400,50,51,6171,Pave,1Fam,6,1925,976,2,1,1,Gd,Detchd,1925,Unf,1,216,137450
1401,50,50,6000,Pave,1Fam,6,1929,862,1,0,1,Gd,BuiltIn,1929,RFn,1,208,120000
1402,60,62,7415,Pave,1Fam,6,2004,839,2,1,1,TA,Attchd,2004,Fin,2,398,193000
1403,20,64,6762,Pave,1Fam,7,2006,1286,2,0,1,Gd,Attchd,2006,RFn,2,662,193879
1404,20,49,15256,Pave,1Fam,8,2007,1485,2,0,0,NA,Attchd,2007,Unf,3,754,282922
1405,50,60,10410,Pave,1Fam,3,1915,672,1,0,0,NA,Detchd,1998,Unf,3,936,105000
1406,120,44,3842,Pave,TwnhsE,8,2004,1594,2,0,1,Gd,Attchd,2004,Fin,2,482,275000
1407,85,70,8445,Pave,1Fam,5,1972,768,1,0,0,NA,Detchd,1988,Unf,2,396,133000
1408,20,NA,8780,Pave,1Fam,5,1985,833,1,0,0,NA,NA,NA,NA,0,0,112000
1409,70,60,7740,Pave,1Fam,4,1910,622,1,0,0,NA,Detchd,1966,Unf,2,528,125500
1410,60,46,20544,Pave,1Fam,7,1986,791,2,1,1,TA,Attchd,1986,Fin,2,542,215000
1411,60,79,12420,Pave,1Fam,7,2001,944,2,1,0,NA,Attchd,2001,RFn,2,622,230000
1412,50,80,9600,Pave,1Fam,6,1950,856,1,1,0,NA,Attchd,1950,Unf,1,271,140000
1413,90,60,7200,Pave,Duplex,4,1949,0,2,0,0,NA,Detchd,1956,Unf,2,420,90000
1414,20,88,10994,Pave,1Fam,8,2005,1844,2,0,1,Gd,Attchd,2005,Fin,2,620,257000
1415,50,64,13053,Pave,1Fam,6,1923,833,1,1,1,Gd,Detchd,1922,Unf,2,370,207000
1416,120,51,3635,Pave,TwnhsE,7,2007,1386,2,0,1,TA,Attchd,2007,RFn,3,660,175900
1417,190,60,11340,Pave,2fmCon,4,1885,777,2,0,0,NA,Detchd,1971,Unf,2,560,122500
1418,60,NA,16545,Pave,1Fam,8,1998,1284,2,1,1,TA,Attchd,1998,Fin,3,1069,340000
1419,20,71,9204,Pave,1Fam,5,1963,1144,1,1,0,NA,Detchd,1962,Unf,1,336,124000
1420,20,NA,16381,Pave,1Fam,6,1969,1844,2,0,1,TA,Attchd,1969,RFn,2,540,223000
1421,60,90,11700,Pave,1Fam,6,1968,708,2,1,1,TA,Attchd,1968,RFn,2,776,179900
1422,120,53,4043,Pave,TwnhsE,6,1977,1069,2,0,1,Fa,Attchd,1977,RFn,2,440,127500
1423,120,37,4435,Pave,TwnhsE,6,2003,848,1,0,0,NA,Attchd,2003,Fin,2,420,136500
1424,80,NA,19690,Pave,1Fam,6,1966,697,2,0,1,Gd,Attchd,1966,Unf,2,432,274970
1425,20,NA,9503,Pave,1Fam,5,1958,1024,1,0,1,TA,Detchd,1970,Unf,1,484,144000
1426,20,80,10721,Pave,1Fam,6,1959,1252,1,0,0,NA,Detchd,1960,Unf,2,528,142000
1427,60,81,10944,Pave,1Fam,7,1994,1223,2,1,2,TA,Attchd,1994,RFn,2,525,271000
1428,50,60,10930,Pave,1Fam,5,1945,913,1,1,1,TA,Attchd,1962,Unf,1,288,140000
1429,30,60,7200,Pave,1Fam,5,1940,788,1,0,2,Gd,Attchd,1940,Unf,1,240,119000
1430,20,NA,12546,Pave,1Fam,6,1981,1440,2,0,1,TA,Attchd,1981,Fin,2,467,182900
1431,60,60,21930,Pave,1Fam,5,2005,732,2,1,1,Gd,BuiltIn,2005,Fin,2,372,192140
1432,120,NA,4928,Pave,TwnhsE,6,1976,958,2,0,0,NA,Attchd,1976,RFn,2,440,143750
1433,30,60,10800,Pave,1Fam,4,1927,656,2,0,0,NA,Detchd,1928,Unf,1,216,64500
1434,60,93,10261,Pave,1Fam,6,2000,936,2,1,1,TA,Attchd,2000,Fin,2,451,186500
1435,20,80,17400,Pave,1Fam,5,1977,1126,2,0,1,Gd,Attchd,1977,RFn,2,484,160000
1436,20,80,8400,Pave,1Fam,6,1962,1319,1,1,1,Gd,Attchd,1962,RFn,2,462,174000
1437,20,60,9000,Pave,1Fam,4,1971,864,1,0,0,NA,Detchd,1974,Unf,2,528,120500
1438,20,96,12444,Pave,1Fam,8,2008,1932,2,0,1,Gd,Attchd,2008,Fin,3,774,394617
1439,20,90,7407,Pave,1Fam,6,1957,912,1,0,0,NA,Attchd,1957,Unf,2,923,149700
1440,60,80,11584,Pave,1Fam,7,1979,539,2,1,1,TA,Attchd,1979,RFn,2,550,197000
1441,70,79,11526,Pave,1Fam,6,1922,588,2,0,1,Gd,Detchd,1993,Fin,2,672,191000
1442,120,NA,4426,Pave,TwnhsE,6,2004,848,1,0,1,TA,Attchd,2004,RFn,2,420,149300
1443,60,85,11003,Pave,1Fam,10,2008,1017,2,1,1,Ex,Attchd,2008,Fin,3,812,310000
1444,30,NA,8854,Pave,1Fam,6,1916,952,1,0,1,Gd,Detchd,1916,Unf,1,192,121000
1445,20,63,8500,Pave,1Fam,7,2004,1422,2,0,0,NA,Attchd,2004,RFn,2,626,179600
1446,85,70,8400,Pave,1Fam,6,1966,814,1,0,0,NA,Detchd,1990,Unf,1,240,129000
1447,20,NA,26142,Pave,1Fam,5,1962,1188,1,0,0,NA,Attchd,1962,Unf,1,312,157900
1448,60,80,10000,Pave,1Fam,8,1995,1220,2,1,1,TA,Attchd,1995,RFn,2,556,240000
1449,50,70,11767,Pave,1Fam,4,1910,560,1,1,0,NA,Detchd,1950,Unf,1,384,112000
1450,180,21,1533,Pave,Twnhs,5,1970,630,1,0,0,NA,NA,NA,NA,0,0,92000
1451,90,60,9000,Pave,Duplex,5,1974,896,2,2,0,NA,NA,NA,NA,0,0,136000
1452,20,78,9262,Pave,1Fam,8,2008,1573,2,0,1,Gd,Attchd,2008,Fin,3,840,287090
1453,180,35,3675,Pave,TwnhsE,5,2005,547,1,0,0,NA,Basment,2005,Fin,2,525,145000
1454,20,90,17217,Pave,1Fam,5,2006,1140,1,0,0,NA,NA,NA,NA,0,0,84500
1455,20,62,7500,Pave,1Fam,7,2004,1221,2,0,0,NA,Attchd,2004,RFn,2,400,185000
1456,60,62,7917,Pave,1Fam,6,1999,953,2,1,1,TA,Attchd,1999,RFn,2,460,175000
1457,20,85,13175,Pave,1Fam,6,1978,1542,2,0,2,TA,Attchd,1978,Unf,2,500,210000
1458,70,66,9042,Pave,1Fam,7,1941,1152,2,0,2,Gd,Attchd,1941,RFn,1,252,266500
1459,20,68,9717,Pave,1Fam,5,1950,1078,1,0,0,NA,Attchd,1950,Unf,1,240,142125
1460,20,75,9937,Pave,1Fam,5,1965,1256,1,1,0,NA,Attchd,1965,Fin,1,276,147500
